Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Constructor,org.apache.maven.ProjectCycleException.ProjectCycleException(String),1,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,"org.apache.maven.ProjectCycleException.ProjectCycleException(String,CycleDetectedException)",3,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Abstract Method,"org.apache.maven.ProjectDependenciesResolver.resolve(Collection<? extends MavenProject>,Collection<String>,MavenSession)",0,15,0,3,3,0,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Abstract Method,"org.apache.maven.ProjectDependenciesResolver.resolve(MavenProject,Collection<String>,Collection<String>,MavenSession)",0,12,0,3,3,0,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.00
Abstract Method,"org.apache.maven.ProjectDependenciesResolver.resolve(MavenProject,Collection<String>,Collection<String>,MavenSession,Set<Artifact>)",0,13,0,3,3,0,10,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3.33
Abstract Method,"org.apache.maven.ProjectDependenciesResolver.resolve(MavenProject,Collection<String>,MavenSession)",0,10,0,2,2,0,8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4.00
Protected Method,org.apache.maven.ProjectDependenciesResolverTest.getProjectsDirectory(),0,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Protected Method,org.apache.maven.ProjectDependenciesResolverTest.setUp(),1,6,0,6,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Protected Method,org.apache.maven.ProjectDependenciesResolverTest.tearDown(),0,6,0,6,2,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.ProjectDependenciesResolverTest.testSystemScopeDependencies(),3,13,2,11,6,6,0,10,1,0,5,6,4,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.ProjectDependenciesResolverTest.testSystemScopeDependencyIsPresentInTheCompileClasspathElements(),2,21,5,16,9,11,0,18,1,0,11,12,7,5,1,1,1,1,0,0,0,0,0.00
Constructor,org.apache.maven.ReactorReader.ReactorReader(MavenSession),3,22,5,17,3,10,0,14,3,0,8,12,4,8,3,3,3,1,0,0,2,0,0.00
Private Method,"org.apache.maven.ReactorReader.attachedArtifactComparison(Artifact,Artifact)",3,12,0,8,1,5,4,7,1,0,1,2,1,1,1,1,5,1,0,0,0,0,0.50
Private Method,"org.apache.maven.ReactorReader.find(MavenProject,Artifact)",5,39,4,31,3,14,4,15,7,1,7,14,3,11,7,7,8,7,9,9,3,9,0.13
Public Method,org.apache.maven.ReactorReader.findArtifact(Artifact),2,18,3,15,4,8,0,8,3,0,6,9,4,5,3,3,4,1,1,0,2,0,0.00
Private Method,"org.apache.maven.ReactorReader.findMatchingArtifact(MavenProject,Artifact)",3,27,3,17,3,8,7,8,4,1,5,10,4,6,4,4,4,4,4,4,2,4,0.41
Public Method,org.apache.maven.ReactorReader.findModel(Artifact),2,6,0,6,3,3,0,7,1,0,3,4,3,1,2,2,2,1,0,0,0,0,0.00
Public Method,org.apache.maven.ReactorReader.findVersions(Artifact),2,22,4,18,4,9,0,11,4,1,6,11,5,6,4,4,5,1,1,0,2,0,0.00
Public Method,org.apache.maven.ReactorReader.getRepository(),1,4,0,4,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Private Method,org.apache.maven.ReactorReader.hasArtifactFileFromPackagePhase(Artifact),2,4,0,4,1,1,0,3,1,0,1,2,1,1,1,1,3,1,0,0,0,0,0.00
Private Method,org.apache.maven.ReactorReader.hasBeenPackaged(MavenProject),2,5,0,5,1,2,0,2,1,0,1,2,1,1,1,1,3,1,0,0,0,0,0.00
Private Static Method,org.apache.maven.ReactorReader.isTestArtifact(Artifact),2,11,0,5,1,2,6,5,1,0,1,2,1,1,1,1,3,1,0,0,0,0,1.20
Constructor,org.apache.maven.RepositoryUtils.MavenArtifactTypeRegistry.MavenArtifactTypeRegistry(ArtifactHandlerManager),2,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.maven.RepositoryUtils.MavenArtifactTypeRegistry.get(String),2,5,0,5,2,2,0,3,1,0,2,3,2,1,1,1,1,1,0,0,0,0,0.00
Public Static Method,org.apache.maven.RepositoryUtils.getLayout(ArtifactRepository),4,24,0,21,3,10,3,10,4,1,6,10,3,7,4,4,4,4,3,3,3,3,0.14
Public Static Method,org.apache.maven.RepositoryUtils.getWorkspace(RepositorySystemSession),5,5,0,5,2,2,0,3,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
Public Static Method,"org.apache.maven.RepositoryUtils.newArtifactType(String,ArtifactHandler)",4,5,0,5,1,2,0,6,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Static Method,org.apache.maven.RepositoryUtils.newArtifactTypeRegistry(ArtifactHandlerManager),2,4,0,4,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Static Method,org.apache.maven.RepositoryUtils.newHandler(Artifact),6,12,0,12,5,9,0,9,1,0,9,10,5,5,1,1,1,1,0,0,0,0,0.00
Private Static Method,org.apache.maven.RepositoryUtils.nullify(String),2,4,0,4,1,1,0,2,1,0,1,2,1,1,2,2,3,1,0,0,0,0,0.00
Private Static Method,"org.apache.maven.RepositoryUtils.policyEquals(RepositoryPolicy,RepositoryPolicy)",3,9,0,8,1,3,1,4,2,0,2,4,1,3,2,2,3,1,1,0,1,0,0.13
Public Static Method,"org.apache.maven.RepositoryUtils.repositoriesEquals(List<RemoteRepository>,List<RemoteRepository>)",6,17,2,15,1,6,0,6,4,1,5,8,2,6,4,4,4,4,4,4,2,4,0.00
Public Static Method,org.apache.maven.RepositoryUtils.repositoriesHashCode(List<RemoteRepository>),5,9,0,9,2,4,0,2,2,0,3,6,3,3,2,2,2,1,0,0,1,0,0.00
Private Static Method,"org.apache.maven.RepositoryUtils.repositoryEquals(RemoteRepository,RemoteRepository)",3,11,1,10,1,5,0,6,2,0,2,4,1,3,2,2,5,1,1,0,1,0,0.00
Private Static Method,org.apache.maven.RepositoryUtils.repositoryHashCode(RemoteRepository),2,7,0,7,3,4,0,3,1,0,4,5,3,2,2,2,2,1,0,0,0,0,0.00
Public Static Method,org.apache.maven.RepositoryUtils.toArtifact(Artifact),8,29,5,20,5,14,4,15,2,0,9,11,4,7,2,2,2,1,1,0,1,0,0.20
Private Static Method,org.apache.maven.RepositoryUtils.toArtifact(Dependency),1,13,2,11,2,6,0,7,2,0,5,7,2,5,2,2,2,1,1,0,1,0,0.00
Public Static Method,org.apache.maven.RepositoryUtils.toArtifact(org.apache.maven.artifact.Artifact),11,28,4,24,6,14,0,17,5,1,9,13,5,8,5,5,6,1,1,0,1,0,0.00
Public Static Method,org.apache.maven.RepositoryUtils.toArtifacts(Collection<org.apache.maven.artifact.Artifact>),4,9,0,9,2,4,0,3,2,0,3,6,3,3,2,2,2,1,0,0,1,0,0.00
Public Static Method,"org.apache.maven.RepositoryUtils.toArtifacts(Collection<org.apache.maven.artifact.Artifact>,Collection<? extends DependencyNode>,List<String>,DependencyFilter)",7,21,3,18,5,9,0,10,3,0,7,11,4,7,3,3,4,1,0,0,2,0,0.00
Private Static Method,org.apache.maven.RepositoryUtils.toAuthentication(org.apache.maven.artifact.repository.Authentication),2,12,0,12,3,7,0,9,2,0,6,8,3,5,2,2,2,1,0,0,1,0,0.00
Public Static Method,"org.apache.maven.RepositoryUtils.toDependency(org.apache.maven.artifact.Artifact,Collection<org.apache.maven.model.Exclusion>)",2,22,3,19,4,9,0,7,4,1,6,11,4,7,4,4,4,1,1,0,2,0,0.00
Public Static Method,"org.apache.maven.RepositoryUtils.toDependency(org.apache.maven.model.Dependency,ArtifactTypeRegistry)",4,36,6,30,10,19,0,17,8,1,10,15,8,7,5,5,6,1,0,0,1,0,0.00
Private Static Method,org.apache.maven.RepositoryUtils.toExclusion(org.apache.maven.model.Exclusion),3,4,0,4,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Private Static Method,org.apache.maven.RepositoryUtils.toPolicy(ArtifactRepositoryPolicy),2,9,0,9,2,4,0,4,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.00
Private Static Method,org.apache.maven.RepositoryUtils.toProxy(org.apache.maven.repository.Proxy),2,11,0,11,3,6,0,9,2,0,5,7,3,4,2,2,2,1,0,0,1,0,0.00
