Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Abstract Method,"ClassNameTestThrift.AsyncIface.echo(String,org.apache.thrift.async.AsyncMethodCallback<AsyncClient.echo_call>)",0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.00
Public Constructor,ClassNameTestThrift.Client.Client(org.apache.thrift.protocol.TProtocol),3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,"ClassNameTestThrift.Client.Client(org.apache.thrift.protocol.TProtocol,org.apache.thrift.protocol.TProtocol)",3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,ClassNameTestThrift.Client.Factory.Factory(),0,2,0,2,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0.00
Public Method,ClassNameTestThrift.Client.Factory.getClient(org.apache.thrift.protocol.TProtocol),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"ClassNameTestThrift.Client.Factory.getClient(org.apache.thrift.protocol.TProtocol,org.apache.thrift.protocol.TProtocol)",2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,ClassNameTestThrift.Client.echo(String),1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,ClassNameTestThrift.Client.recv_echo(),3,8,0,8,2,5,0,4,2,0,4,6,2,4,2,2,2,1,1,0,1,0,0.00
Public Method,ClassNameTestThrift.Client.send_echo(String),2,5,0,5,2,3,0,3,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Abstract Method,ClassNameTestThrift.Iface.echo(String),1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.00
Public Constructor,ClassNameTestThrift.Processor.Processor(I),1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Protected Constructor,"ClassNameTestThrift.Processor.Processor(I,Map<String,org.apache.thrift.ProcessFunction>)",2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Constructor,ClassNameTestThrift.Processor.echo.echo(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,ClassNameTestThrift.Processor.echo.getEmptyArgsInstance(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Public Method,"ClassNameTestThrift.Processor.echo.getResult(I,echo_args)",3,5,0,5,2,3,0,4,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Protected Method,ClassNameTestThrift.Processor.echo.isOneway(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Private Static Generic Method,"ClassNameTestThrift.Processor.getProcessMap(Map<String,org.apache.thrift.ProcessFunction>)",3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Constructor,"ClassNameTestThrift.echo_args._Fields._Fields(short,String)",2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Static Method,ClassNameTestThrift.echo_args._Fields.findByName(String),2,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.00
Public Static Method,ClassNameTestThrift.echo_args._Fields.findByThriftId(int),4,11,0,8,1,5,4,1,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.50
Public Static Method,ClassNameTestThrift.echo_args._Fields.findByThriftIdOrThrow(int),1,9,0,5,2,3,4,3,2,0,3,5,2,3,2,2,2,1,0,0,1,0,0.80
