Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Method,org.apache.commons.lang3.mutable.MutableDouble.hashCode(),2,9,0,4,2,2,5,2,1,0,2,3,2,1,1,1,1,1,0,0,0,0,1.25
Public Method,org.apache.commons.lang3.mutable.MutableDouble.increment(),1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.incrementAndGet(),2,11,0,4,1,2,7,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,1.75
Public Method,org.apache.commons.lang3.mutable.MutableDouble.intValue(),8,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.isInfinite(),2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.isNaN(),2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.longValue(),8,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.setValue(Number),3,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableDouble.setValue(double),2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.subtract(Number),2,10,0,3,1,1,7,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.33
Public Method,org.apache.commons.lang3.mutable.MutableDouble.subtract(double),2,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
Public Method,org.apache.commons.lang3.mutable.MutableDouble.toDouble(),1,8,0,3,1,1,5,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDouble.toString(),2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testAddAndGetValueObject(),0,7,1,6,3,4,0,5,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testAddAndGetValuePrimitive(),0,7,1,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testAddValueObject(),0,6,1,5,2,3,0,5,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testAddValuePrimitive(),0,6,1,5,2,3,0,4,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testCompareTo(),0,7,1,6,2,4,0,3,1,0,4,5,2,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testCompareToNull(),1,4,0,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testCompareToNull.(lambda_expr_1)(),0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testConstructorNull(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testConstructorNull.(lambda_expr_1)(),0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testConstructors(),0,11,4,7,1,5,0,7,1,0,5,6,1,5,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testDecrement(),0,7,1,6,2,4,0,5,1,0,4,5,2,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testDecrementAndGet(),0,8,1,7,3,5,0,5,1,0,5,6,3,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testEquals(),0,16,1,15,4,13,0,4,1,0,13,14,4,10,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testGetAndAddValueObject(),0,7,1,6,3,4,0,5,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testGetAndAddValuePrimitive(),0,7,1,6,3,4,0,4,1,0,4,5,3,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testGetAndDecrement(),0,8,1,7,3,5,0,5,1,0,5,6,3,3,1,1,1,1,0,0,0,0,0.00
